 [ 2025-09-15 15:56:18,127 ] 15 root - INFO - Initiating Data Ingestion
 [ 2025-09-15 15:56:22,526 ] 56 root - INFO - Performed train test split.
 [ 2025-09-15 15:56:22,527 ] 59 root - INFO - Exporting train and test file path
 [ 2025-09-15 15:56:22,575 ] 62 root - INFO - Exported train and test file path
 [ 2025-09-15 15:56:22,577 ] 21 root - INFO - Data Ingestion Completed
 [ 2025-09-15 15:56:22,587 ] 24 root - INFO - Inititate data validation
 [ 2025-09-15 15:56:22,797 ] 26 root - INFO - Data validation complete
 [ 2025-09-15 15:56:22,797 ] 30 root - INFO - Initiating data transformatin
 [ 2025-09-15 15:56:22,798 ] 47 root - INFO - Entered Initiate data tranformation
 [ 2025-09-15 15:56:22,798 ] 49 root - INFO - starting data transformation
 [ 2025-09-15 15:56:22,820 ] 37 root - INFO - entering get data tranforamtino object
