 [ 2025-09-15 15:57:01,455 ] 15 root - INFO - Initiating Data Ingestion
 [ 2025-09-15 15:57:05,217 ] 56 root - INFO - Performed train test split.
 [ 2025-09-15 15:57:05,218 ] 59 root - INFO - Exporting train and test file path
 [ 2025-09-15 15:57:05,271 ] 62 root - INFO - Exported train and test file path
 [ 2025-09-15 15:57:05,272 ] 21 root - INFO - Data Ingestion Completed
 [ 2025-09-15 15:57:05,285 ] 24 root - INFO - Inititate data validation
 [ 2025-09-15 15:57:05,494 ] 26 root - INFO - Data validation complete
 [ 2025-09-15 15:57:05,496 ] 30 root - INFO - Initiating data transformatin
 [ 2025-09-15 15:57:05,496 ] 47 root - INFO - Entered Initiate data tranformation
 [ 2025-09-15 15:57:05,496 ] 49 root - INFO - starting data transformation
 [ 2025-09-15 15:57:05,521 ] 37 root - INFO - entering get data tranforamtino object
