 [ 2025-09-15 15:59:37,818 ] 15 root - INFO - Initiating Data Ingestion
 [ 2025-09-15 15:59:41,497 ] 56 root - INFO - Performed train test split.
 [ 2025-09-15 15:59:41,497 ] 59 root - INFO - Exporting train and test file path
 [ 2025-09-15 15:59:41,547 ] 62 root - INFO - Exported train and test file path
 [ 2025-09-15 15:59:41,548 ] 21 root - INFO - Data Ingestion Completed
 [ 2025-09-15 15:59:41,555 ] 24 root - INFO - Inititate data validation
 [ 2025-09-15 15:59:41,764 ] 26 root - INFO - Data validation complete
 [ 2025-09-15 15:59:41,766 ] 30 root - INFO - Initiating data transformatin
 [ 2025-09-15 15:59:41,766 ] 47 root - INFO - Entered Initiate data tranformation
 [ 2025-09-15 15:59:41,766 ] 49 root - INFO - starting data transformation
 [ 2025-09-15 15:59:41,790 ] 37 root - INFO - entering get data tranforamtino object
 [ 2025-09-15 15:59:41,808 ] 45 root - INFO - Entered the save_object method of MainUtils class
 [ 2025-09-15 15:59:41,864 ] 49 root - INFO - Exited the save_object method of MainUtils class
