 [ 2025-09-15 16:02:49,541 ] 15 root - INFO - Initiating Data Ingestion
 [ 2025-09-15 16:02:53,600 ] 56 root - INFO - Performed train test split.
 [ 2025-09-15 16:02:53,601 ] 59 root - INFO - Exporting train and test file path
 [ 2025-09-15 16:02:53,652 ] 62 root - INFO - Exported train and test file path
 [ 2025-09-15 16:02:53,654 ] 21 root - INFO - Data Ingestion Completed
 [ 2025-09-15 16:02:53,660 ] 24 root - INFO - Inititate data validation
 [ 2025-09-15 16:02:53,862 ] 26 root - INFO - Data validation complete
 [ 2025-09-15 16:02:53,863 ] 30 root - INFO - Initiating data transformatin
 [ 2025-09-15 16:02:53,863 ] 47 root - INFO - Entered Initiate data tranformation
 [ 2025-09-15 16:02:53,863 ] 49 root - INFO - starting data transformation
 [ 2025-09-15 16:02:53,890 ] 37 root - INFO - entering get data tranforamtino object
 [ 2025-09-15 16:02:53,906 ] 45 root - INFO - Entered the save_object method of MainUtils class
 [ 2025-09-15 16:02:53,910 ] 49 root - INFO - Exited the save_object method of MainUtils class
